vol_regime,trend_regime,session_regime,event_type,event_direction,horizon,n,hit_rate,expectancy,exp_brl,sharpe,max_dd,pf,p_binom,p_binom_fdr,fdr_significant
LOW,TREND_DOWN,CLOSING,NONE,BULLISH,10,0,,,,,,,,,False
LOW,TREND_DOWN,CLOSING,NONE,BULLISH,15,0,,,,,,,,,False
LOW,TREND_DOWN,CLOSING,NONE,BULLISH,20,0,,,,,,,,,False
LOW,TREND_DOWN,CLOSING,NONE,BEARISH,3,0,,,,,,,,,False
LOW,TREND_DOWN,CLOSING,NONE,BEARISH,5,0,,,,,,,,,False
LOW,TREND_DOWN,CLOSING,NONE,BEARISH,7,0,,,,,,,,,False
LOW,TREND_DOWN,CLOSING,NONE,BEARISH,10,0,,,,,,,,,False
LOW,TREND_DOWN,CLOSING,NONE,BEARISH,15,0,,,,,,,,,False
LOW,TREND_DOWN,CLOSING,NONE,BEARISH,20,0,,,,,,,,,False
LOW,TREND_DOWN,CLOSING,NONE,NEUTRAL,3,0,,,,,,,,,False
LOW,TREND_DOWN,CLOSING,NONE,NEUTRAL,5,0,,,,,,,,,False
LOW,TREND_DOWN,CLOSING,NONE,NEUTRAL,7,0,,,,,,,,,False
LOW,TREND_DOWN,CLOSING,NONE,NEUTRAL,10,0,,,,,,,,,False
LOW,TREND_DOWN,CLOSING,NONE,NEUTRAL,15,0,,,,,,,,,False
LOW,TREND_DOWN,CLOSING,NONE,NEUTRAL,20,0,,,,,,,,,False
MID,TREND_UP,OPENING,INITIATION,BULLISH,3,0,,,,,,,,,False
MID,TREND_UP,OPENING,INITIATION,BULLISH,5,0,,,,,,,,,False
MID,TREND_UP,OPENING,INITIATION,BULLISH,7,0,,,,,,,,,False
MID,TREND_UP,OPENING,INITIATION,BULLISH,10,0,,,,,,,,,False
MID,TREND_UP,OPENING,INITIATION,BULLISH,15,0,,,,,,,,,False
MID,TREND_UP,OPENING,INITIATION,BULLISH,20,0,,,,,,,,,False
MID,TREND_UP,OPENING,INITIATION,BEARISH,3,0,,,,,,,,,False
MID,TREND_UP,OPENING,INITIATION,BEARISH,5,0,,,,,,,,,False
MID,TREND_UP,OPENING,INITIATION,BEARISH,7,0,,,,,,,,,False
MID,TREND_UP,OPENING,INITIATION,BEARISH,10,0,,,,,,,,,False
MID,TREND_UP,OPENING,INITIATION,BEARISH,15,0,,,,,,,,,False
MID,TREND_UP,OPENING,INITIATION,BEARISH,20,0,,,,,,,,,False
MID,TREND_UP,OPENING,INITIATION,NEUTRAL,3,0,,,,,,,,,False
MID,TREND_UP,OPENING,INITIATION,NEUTRAL,5,0,,,,,,,,,False
MID,TREND_UP,OPENING,INITIATION,NEUTRAL,7,0,,,,,,,,,False
MID,TREND_UP,OPENING,INITIATION,NEUTRAL,10,0,,,,,,,,,False
MID,TREND_UP,OPENING,INITIATION,NEUTRAL,15,0,,,,,,,,,False
MID,TREND_UP,OPENING,INITIATION,NEUTRAL,20,0,,,,,,,,,False
MID,TREND_UP,OPENING,ABSORPTION,BULLISH,3,0,,,,,,,,,False
MID,TREND_UP,OPENING,ABSORPTION,BULLISH,5,0,,,,,,,,,False
MID,TREND_UP,OPENING,ABSORPTION,BULLISH,7,0,,,,,,,,,False
MID,TREND_UP,OPENING,ABSORPTION,BULLISH,10,0,,,,,,,,,False
MID,TREND_UP,OPENING,ABSORPTION,BULLISH,15,0,,,,,,,,,False
MID,TREND_UP,OPENING,ABSORPTION,BULLISH,20,0,,,,,,,,,False
MID,TREND_UP,OPENING,ABSORPTION,BEARISH,3,0,,,,,,,,,False
MID,TREND_UP,OPENING,ABSORPTION,BEARISH,5,0,,,,,,,,,False
MID,TREND_UP,OPENING,ABSORPTION,BEARISH,7,0,,,,,,,,,False
MID,TREND_UP,OPENING,ABSORPTION,BEARISH,10,0,,,,,,,,,False
MID,TREND_UP,OPENING,ABSORPTION,BEARISH,15,0,,,,,,,,,False
MID,TREND_UP,OPENING,ABSORPTION,BEARISH,20,0,,,,,,,,,False
MID,TREND_UP,OPENING,ABSORPTION,NEUTRAL,3,0,,,,,,,,,False
MID,TREND_UP,OPENING,ABSORPTION,NEUTRAL,5,0,,,,,,,,,False
MID,TREND_UP,OPENING,ABSORPTION,NEUTRAL,7,0,,,,,,,,,False
MID,TREND_UP,OPENING,ABSORPTION,NEUTRAL,10,0,,,,,,,,,False
MID,TREND_UP,OPENING,ABSORPTION,NEUTRAL,15,0,,,,,,,,,False
MID,TREND_UP,OPENING,ABSORPTION,NEUTRAL,20,0,,,,,,,,,False
MID,TREND_UP,OPENING,EXHAUSTION,BULLISH,3,0,,,,,,,,,False
MID,TREND_UP,OPENING,EXHAUSTION,BULLISH,5,0,,,,,,,,,False
MID,TREND_UP,OPENING,EXHAUSTION,BULLISH,7,0,,,,,,,,,False
MID,TREND_UP,OPENING,EXHAUSTION,BULLISH,10,0,,,,,,,,,False
MID,TREND_UP,OPENING,EXHAUSTION,BULLISH,15,0,,,,,,,,,False
MID,TREND_UP,OPENING,EXHAUSTION,BULLISH,20,0,,,,,,,,,False
MID,TREND_UP,OPENING,EXHAUSTION,BEARISH,3,0,,,,,,,,,False
MID,TREND_UP,OPENING,EXHAUSTION,BEARISH,5,0,,,,,,,,,False
MID,TREND_UP,OPENING,EXHAUSTION,BEARISH,7,0,,,,,,,,,False
MID,TREND_UP,OPENING,EXHAUSTION,BEARISH,10,0,,,,,,,,,False
MID,TREND_UP,OPENING,EXHAUSTION,BEARISH,15,0,,,,,,,,,False
MID,TREND_UP,OPENING,EXHAUSTION,BEARISH,20,0,,,,,,,,,False
MID,TREND_UP,OPENING,EXHAUSTION,NEUTRAL,3,0,,,,,,,,,False
MID,TREND_UP,OPENING,EXHAUSTION,NEUTRAL,5,0,,,,,,,,,False
MID,TREND_UP,OPENING,EXHAUSTION,NEUTRAL,7,0,,,,,,,,,False
MID,TREND_UP,OPENING,EXHAUSTION,NEUTRAL,10,0,,,,,,,,,False
MID,TREND_UP,OPENING,EXHAUSTION,NEUTRAL,15,0,,,,,,,,,False
MID,TREND_UP,OPENING,EXHAUSTION,NEUTRAL,20,0,,,,,,,,,False
MID,TREND_UP,OPENING,NONE,BULLISH,3,0,,,,,,,,,False
MID,TREND_UP,OPENING,NONE,BULLISH,5,0,,,,,,,,,False
MID,TREND_UP,OPENING,NONE,BULLISH,7,0,,,,,,,,,False
MID,TREND_UP,OPENING,NONE,BULLISH,10,0,,,,,,,,,False
MID,TREND_UP,OPENING,NONE,BULLISH,15,0,,,,,,,,,False
MID,TREND_UP,OPENING,NONE,BULLISH,20,0,,,,,,,,,False
MID,TREND_UP,OPENING,NONE,BEARISH,3,0,,,,,,,,,False
MID,TREND_UP,OPENING,NONE,BEARISH,5,0,,,,,,,,,False
MID,TREND_UP,OPENING,NONE,BEARISH,7,0,,,,,,,,,False
MID,TREND_UP,OPENING,NONE,BEARISH,10,0,,,,,,,,,False
MID,TREND_UP,OPENING,NONE,BEARISH,15,0,,,,,,,,,False
MID,TREND_UP,OPENING,NONE,BEARISH,20,0,,,,,,,,,False
MID,TREND_UP,OPENING,NONE,NEUTRAL,3,0,,,,,,,,,False
MID,TREND_UP,OPENING,NONE,NEUTRAL,5,0,,,,,,,,,False
MID,TREND_UP,OPENING,NONE,NEUTRAL,7,0,,,,,,,,,False
MID,TREND_UP,OPENING,NONE,NEUTRAL,10,0,,,,,,,,,False
MID,TREND_UP,OPENING,NONE,NEUTRAL,15,0,,,,,,,,,False
MID,TREND_UP,OPENING,NONE,NEUTRAL,20,0,,,,,,,,,False
MID,TREND_UP,CORE,INITIATION,BULLISH,3,1,,,,,,,,,False
MID,TREND_UP,CORE,INITIATION,BULLISH,5,1,,,,,,,,,False
MID,TREND_UP,CORE,INITIATION,BULLISH,7,1,,,,,,,,,False
MID,TREND_UP,CORE,INITIATION,BULLISH,10,1,,,,,,,,,False
MID,TREND_UP,CORE,INITIATION,BULLISH,15,1,,,,,,,,,False
MID,TREND_UP,CORE,INITIATION,BULLISH,20,1,,,,,,,,,False
MID,TREND_UP,CORE,INITIATION,BEARISH,3,0,,,,,,,,,False
MID,TREND_UP,CORE,INITIATION,BEARISH,5,0,,,,,,,,,False
MID,TREND_UP,CORE,INITIATION,BEARISH,7,0,,,,,,,,,False
MID,TREND_UP,CORE,INITIATION,BEARISH,10,0,,,,,,,,,False
MID,TREND_UP,CORE,INITIATION,BEARISH,15,0,,,,,,,,,False
MID,TREND_UP,CORE,INITIATION,BEARISH,20,0,,,,,,,,,False
MID,TREND_UP,CORE,INITIATION,NEUTRAL,3,0,,,,,,,,,False
MID,TREND_UP,CORE,INITIATION,NEUTRAL,5,0,,,,,,,,,False
MID,TREND_UP,CORE,INITIATION,NEUTRAL,7,0,,,,,,,,,False
MID,TREND_UP,CORE,INITIATION,NEUTRAL,10,0,,,,,,,,,False
MID,TREND_UP,CORE,INITIATION,NEUTRAL,15,0,,,,,,,,,False
MID,TREND_UP,CORE,INITIATION,NEUTRAL,20,0,,,,,,,,,False
MID,TREND_UP,CORE,ABSORPTION,BULLISH,3,0,,,,,,,,,False
MID,TREND_UP,CORE,ABSORPTION,BULLISH,5,0,,,,,,,,,False
MID,TREND_UP,CORE,ABSORPTION,BULLISH,7,0,,,,,,,,,False
MID,TREND_UP,CORE,ABSORPTION,BULLISH,10,0,,,,,,,,,False
MID,TREND_UP,CORE,ABSORPTION,BULLISH,15,0,,,,,,,,,False
MID,TREND_UP,CORE,ABSORPTION,BULLISH,20,0,,,,,,,,,False
MID,TREND_UP,CORE,ABSORPTION,BEARISH,3,0,,,,,,,,,False
MID,TREND_UP,CORE,ABSORPTION,BEARISH,5,0,,,,,,,,,False
MID,TREND_UP,CORE,ABSORPTION,BEARISH,7,0,,,,,,,,,False
MID,TREND_UP,CORE,ABSORPTION,BEARISH,10,0,,,,,,,,,False
MID,TREND_UP,CORE,ABSORPTION,BEARISH,15,0,,,,,,,,,False
MID,TREND_UP,CORE,ABSORPTION,BEARISH,20,0,,,,,,,,,False
MID,TREND_UP,CORE,ABSORPTION,NEUTRAL,3,0,,,,,,,,,False
MID,TREND_UP,CORE,ABSORPTION,NEUTRAL,5,0,,,,,,,,,False
MID,TREND_UP,CORE,ABSORPTION,NEUTRAL,7,0,,,,,,,,,False
MID,TREND_UP,CORE,ABSORPTION,NEUTRAL,10,0,,,,,,,,,False
MID,TREND_UP,CORE,ABSORPTION,NEUTRAL,15,0,,,,,,,,,False
MID,TREND_UP,CORE,ABSORPTION,NEUTRAL,20,0,,,,,,,,,False
MID,TREND_UP,CORE,EXHAUSTION,BULLISH,3,0,,,,,,,,,False
MID,TREND_UP,CORE,EXHAUSTION,BULLISH,5,0,,,,,,,,,False
MID,TREND_UP,CORE,EXHAUSTION,BULLISH,7,0,,,,,,,,,False
MID,TREND_UP,CORE,EXHAUSTION,BULLISH,10,0,,,,,,,,,False
MID,TREND_UP,CORE,EXHAUSTION,BULLISH,15,0,,,,,,,,,False
MID,TREND_UP,CORE,EXHAUSTION,BULLISH,20,0,,,,,,,,,False
MID,TREND_UP,CORE,EXHAUSTION,BEARISH,3,0,,,,,,,,,False
MID,TREND_UP,CORE,EXHAUSTION,BEARISH,5,0,,,,,,,,,False
MID,TREND_UP,CORE,EXHAUSTION,BEARISH,7,0,,,,,,,,,False
MID,TREND_UP,CORE,EXHAUSTION,BEARISH,10,0,,,,,,,,,False
MID,TREND_UP,CORE,EXHAUSTION,BEARISH,15,0,,,,,,,,,False
MID,TREND_UP,CORE,EXHAUSTION,BEARISH,20,0,,,,,,,,,False
MID,TREND_UP,CORE,EXHAUSTION,NEUTRAL,3,0,,,,,,,,,False
MID,TREND_UP,CORE,EXHAUSTION,NEUTRAL,5,0,,,,,,,,,False
MID,TREND_UP,CORE,EXHAUSTION,NEUTRAL,7,0,,,,,,,,,False
MID,TREND_UP,CORE,EXHAUSTION,NEUTRAL,10,0,,,,,,,,,False
MID,TREND_UP,CORE,EXHAUSTION,NEUTRAL,15,0,,,,,,,,,False
MID,TREND_UP,CORE,EXHAUSTION,NEUTRAL,20,0,,,,,,,,,False
MID,TREND_UP,CORE,NONE,BULLISH,3,0,,,,,,,,,False
MID,TREND_UP,CORE,NONE,BULLISH,5,0,,,,,,,,,False
MID,TREND_UP,CORE,NONE,BULLISH,7,0,,,,,,,,,False
MID,TREND_UP,CORE,NONE,BULLISH,10,0,,,,,,,,,False
MID,TREND_UP,CORE,NONE,BULLISH,15,0,,,,,,,,,False
MID,TREND_UP,CORE,NONE,BULLISH,20,0,,,,,,,,,False
MID,TREND_UP,CORE,NONE,BEARISH,3,0,,,,,,,,,False
MID,TREND_UP,CORE,NONE,BEARISH,5,0,,,,,,,,,False
MID,TREND_UP,CORE,NONE,BEARISH,7,0,,,,,,,,,False
MID,TREND_UP,CORE,NONE,BEARISH,10,0,,,,,,,,,False
MID,TREND_UP,CORE,NONE,BEARISH,15,0,,,,,,,,,False
MID,TREND_UP,CORE,NONE,BEARISH,20,0,,,,,,,,,False
MID,TREND_UP,CORE,NONE,NEUTRAL,3,0,,,,,,,,,False
MID,TREND_UP,CORE,NONE,NEUTRAL,5,0,,,,,,,,,False
MID,TREND_UP,CORE,NONE,NEUTRAL,7,0,,,,,,,,,False
MID,TREND_UP,CORE,NONE,NEUTRAL,10,0,,,,,,,,,False
MID,TREND_UP,CORE,NONE,NEUTRAL,15,0,,,,,,,,,False
MID,TREND_UP,CORE,NONE,NEUTRAL,20,0,,,,,,,,,False
MID,TREND_UP,CLOSING,INITIATION,BULLISH,3,2,,,,,,,,,False
MID,TREND_UP,CLOSING,INITIATION,BULLISH,5,2,,,,,,,,,False
MID,TREND_UP,CLOSING,INITIATION,BULLISH,7,2,,,,,,,,,False
MID,TREND_UP,CLOSING,INITIATION,BULLISH,10,2,,,,,,,,,False
MID,TREND_UP,CLOSING,INITIATION,BULLISH,15,2,,,,,,,,,False
MID,TREND_UP,CLOSING,INITIATION,BULLISH,20,2,,,,,,,,,False
MID,TREND_UP,CLOSING,INITIATION,BEARISH,3,0,,,,,,,,,False
MID,TREND_UP,CLOSING,INITIATION,BEARISH,5,0,,,,,,,,,False
MID,TREND_UP,CLOSING,INITIATION,BEARISH,7,0,,,,,,,,,False
MID,TREND_UP,CLOSING,INITIATION,BEARISH,10,0,,,,,,,,,False
MID,TREND_UP,CLOSING,INITIATION,BEARISH,15,0,,,,,,,,,False
MID,TREND_UP,CLOSING,INITIATION,BEARISH,20,0,,,,,,,,,False
MID,TREND_UP,CLOSING,INITIATION,NEUTRAL,3,0,,,,,,,,,False
MID,TREND_UP,CLOSING,INITIATION,NEUTRAL,5,0,,,,,,,,,False
MID,TREND_UP,CLOSING,INITIATION,NEUTRAL,7,0,,,,,,,,,False
MID,TREND_UP,CLOSING,INITIATION,NEUTRAL,10,0,,,,,,,,,False
MID,TREND_UP,CLOSING,INITIATION,NEUTRAL,15,0,,,,,,,,,False
MID,TREND_UP,CLOSING,INITIATION,NEUTRAL,20,0,,,,,,,,,False
MID,TREND_UP,CLOSING,ABSORPTION,BULLISH,3,0,,,,,,,,,False
MID,TREND_UP,CLOSING,ABSORPTION,BULLISH,5,0,,,,,,,,,False
MID,TREND_UP,CLOSING,ABSORPTION,BULLISH,7,0,,,,,,,,,False
MID,TREND_UP,CLOSING,ABSORPTION,BULLISH,10,0,,,,,,,,,False
MID,TREND_UP,CLOSING,ABSORPTION,BULLISH,15,0,,,,,,,,,False
MID,TREND_UP,CLOSING,ABSORPTION,BULLISH,20,0,,,,,,,,,False
MID,TREND_UP,CLOSING,ABSORPTION,BEARISH,3,0,,,,,,,,,False
MID,TREND_UP,CLOSING,ABSORPTION,BEARISH,5,0,,,,,,,,,False
MID,TREND_UP,CLOSING,ABSORPTION,BEARISH,7,0,,,,,,,,,False
MID,TREND_UP,CLOSING,ABSORPTION,BEARISH,10,0,,,,,,,,,False
MID,TREND_UP,CLOSING,ABSORPTION,BEARISH,15,0,,,,,,,,,False
MID,TREND_UP,CLOSING,ABSORPTION,BEARISH,20,0,,,,,,,,,False
MID,TREND_UP,CLOSING,ABSORPTION,NEUTRAL,3,0,,,,,,,,,False
MID,TREND_UP,CLOSING,ABSORPTION,NEUTRAL,5,0,,,,,,,,,False
MID,TREND_UP,CLOSING,ABSORPTION,NEUTRAL,7,0,,,,,,,,,False
MID,TREND_UP,CLOSING,ABSORPTION,NEUTRAL,10,0,,,,,,,,,False
MID,TREND_UP,CLOSING,ABSORPTION,NEUTRAL,15,0,,,,,,,,,False
MID,TREND_UP,CLOSING,ABSORPTION,NEUTRAL,20,0,,,,,,,,,False
MID,TREND_UP,CLOSING,EXHAUSTION,BULLISH,3,0,,,,,,,,,False
MID,TREND_UP,CLOSING,EXHAUSTION,BULLISH,5,0,,,,,,,,,False
MID,TREND_UP,CLOSING,EXHAUSTION,BULLISH,7,0,,,,,,,,,False
MID,TREND_UP,CLOSING,EXHAUSTION,BULLISH,10,0,,,,,,,,,False
MID,TREND_UP,CLOSING,EXHAUSTION,BULLISH,15,0,,,,,,,,,False
MID,TREND_UP,CLOSING,EXHAUSTION,BULLISH,20,0,,,,,,,,,False
MID,TREND_UP,CLOSING,EXHAUSTION,BEARISH,3,0,,,,,,,,,False
MID,TREND_UP,CLOSING,EXHAUSTION,BEARISH,5,0,,,,,,,,,False
MID,TREND_UP,CLOSING,EXHAUSTION,BEARISH,7,0,,,,,,,,,False
MID,TREND_UP,CLOSING,EXHAUSTION,BEARISH,10,0,,,,,,,,,False
MID,TREND_UP,CLOSING,EXHAUSTION,BEARISH,15,0,,,,,,,,,False
MID,TREND_UP,CLOSING,EXHAUSTION,BEARISH,20,0,,,,,,,,,False
MID,TREND_UP,CLOSING,EXHAUSTION,NEUTRAL,3,0,,,,,,,,,False
MID,TREND_UP,CLOSING,EXHAUSTION,NEUTRAL,5,0,,,,,,,,,False
MID,TREND_UP,CLOSING,EXHAUSTION,NEUTRAL,7,0,,,,,,,,,False
MID,TREND_UP,CLOSING,EXHAUSTION,NEUTRAL,10,0,,,,,,,,,False
MID,TREND_UP,CLOSING,EXHAUSTION,NEUTRAL,15,0,,,,,,,,,False
MID,TREND_UP,CLOSING,EXHAUSTION,NEUTRAL,20,0,,,,,,,,,False
MID,TREND_UP,CLOSING,NONE,BULLISH,3,0,,,,,,,,,False
MID,TREND_UP,CLOSING,NONE,BULLISH,5,0,,,,,,,,,False
MID,TREND_UP,CLOSING,NONE,BULLISH,7,0,,,,,,,,,False
MID,TREND_UP,CLOSING,NONE,BULLISH,10,0,,,,,,,,,False
MID,TREND_UP,CLOSING,NONE,BULLISH,15,0,,,,,,,,,False
MID,TREND_UP,CLOSING,NONE,BULLISH,20,0,,,,,,,,,False
MID,TREND_UP,CLOSING,NONE,BEARISH,3,0,,,,,,,,,False
MID,TREND_UP,CLOSING,NONE,BEARISH,5,0,,,,,,,,,False
MID,TREND_UP,CLOSING,NONE,BEARISH,7,0,,,,,,,,,False
MID,TREND_UP,CLOSING,NONE,BEARISH,10,0,,,,,,,,,False
MID,TREND_UP,CLOSING,NONE,BEARISH,15,0,,,,,,,,,False
MID,TREND_UP,CLOSING,NONE,BEARISH,20,0,,,,,,,,,False
MID,TREND_UP,CLOSING,NONE,NEUTRAL,3,0,,,,,,,,,False
MID,TREND_UP,CLOSING,NONE,NEUTRAL,5,0,,,,,,,,,False
MID,TREND_UP,CLOSING,NONE,NEUTRAL,7,0,,,,,,,,,False
MID,TREND_UP,CLOSING,NONE,NEUTRAL,10,0,,,,,,,,,False
MID,TREND_UP,CLOSING,NONE,NEUTRAL,15,0,,,,,,,,,False
MID,TREND_UP,CLOSING,NONE,NEUTRAL,20,0,,,,,,,,,False
MID,RANGE,OPENING,INITIATION,BULLISH,3,0,,,,,,,,,False
MID,RANGE,OPENING,INITIATION,BULLISH,5,0,,,,,,,,,False
MID,RANGE,OPENING,INITIATION,BULLISH,7,0,,,,,,,,,False
MID,RANGE,OPENING,INITIATION,BULLISH,10,0,,,,,,,,,False
MID,RANGE,OPENING,INITIATION,BULLISH,15,0,,,,,,,,,False
MID,RANGE,OPENING,INITIATION,BULLISH,20,0,,,,,,,,,False
MID,RANGE,OPENING,INITIATION,BEARISH,3,0,,,,,,,,,False
MID,RANGE,OPENING,INITIATION,BEARISH,5,0,,,,,,,,,False
MID,RANGE,OPENING,INITIATION,BEARISH,7,0,,,,,,,,,False
MID,RANGE,OPENING,INITIATION,BEARISH,10,0,,,,,,,,,False
MID,RANGE,OPENING,INITIATION,BEARISH,15,0,,,,,,,,,False
MID,RANGE,OPENING,INITIATION,BEARISH,20,0,,,,,,,,,False
MID,RANGE,OPENING,INITIATION,NEUTRAL,3,0,,,,,,,,,False
MID,RANGE,OPENING,INITIATION,NEUTRAL,5,0,,,,,,,,,False
MID,RANGE,OPENING,INITIATION,NEUTRAL,7,0,,,,,,,,,False
MID,RANGE,OPENING,INITIATION,NEUTRAL,10,0,,,,,,,,,False
MID,RANGE,OPENING,INITIATION,NEUTRAL,15,0,,,,,,,,,False
MID,RANGE,OPENING,INITIATION,NEUTRAL,20,0,,,,,,,,,False
MID,RANGE,OPENING,ABSORPTION,BULLISH,3,0,,,,,,,,,False
MID,RANGE,OPENING,ABSORPTION,BULLISH,5,0,,,,,,,,,False
MID,RANGE,OPENING,ABSORPTION,BULLISH,7,0,,,,,,,,,False
MID,RANGE,OPENING,ABSORPTION,BULLISH,10,0,,,,,,,,,False
MID,RANGE,OPENING,ABSORPTION,BULLISH,15,0,,,,,,,,,False
MID,RANGE,OPENING,ABSORPTION,BULLISH,20,0,,,,,,,,,False
MID,RANGE,OPENING,ABSORPTION,BEARISH,3,0,,,,,,,,,False
MID,RANGE,OPENING,ABSORPTION,BEARISH,5,0,,,,,,,,,False
MID,RANGE,OPENING,ABSORPTION,BEARISH,7,0,,,,,,,,,False
MID,RANGE,OPENING,ABSORPTION,BEARISH,10,0,,,,,,,,,False
MID,RANGE,OPENING,ABSORPTION,BEARISH,15,0,,,,,,,,,False
MID,RANGE,OPENING,ABSORPTION,BEARISH,20,0,,,,,,,,,False
MID,RANGE,OPENING,ABSORPTION,NEUTRAL,3,1,,,,,,,,,False
MID,RANGE,OPENING,ABSORPTION,NEUTRAL,5,1,,,,,,,,,False
MID,RANGE,OPENING,ABSORPTION,NEUTRAL,7,1,,,,,,,,,False
MID,RANGE,OPENING,ABSORPTION,NEUTRAL,10,1,,,,,,,,,False
MID,RANGE,OPENING,ABSORPTION,NEUTRAL,15,1,,,,,,,,,False
MID,RANGE,OPENING,ABSORPTION,NEUTRAL,20,1,,,,,,,,,False
MID,RANGE,OPENING,EXHAUSTION,BULLISH,3,0,,,,,,,,,False
MID,RANGE,OPENING,EXHAUSTION,BULLISH,5,0,,,,,,,,,False
MID,RANGE,OPENING,EXHAUSTION,BULLISH,7,0,,,,,,,,,False
MID,RANGE,OPENING,EXHAUSTION,BULLISH,10,0,,,,,,,,,False
MID,RANGE,OPENING,EXHAUSTION,BULLISH,15,0,,,,,,,,,False
MID,RANGE,OPENING,EXHAUSTION,BULLISH,20,0,,,,,,,,,False
MID,RANGE,OPENING,EXHAUSTION,BEARISH,3,0,,,,,,,,,False
MID,RANGE,OPENING,EXHAUSTION,BEARISH,5,0,,,,,,,,,False
MID,RANGE,OPENING,EXHAUSTION,BEARISH,7,0,,,,,,,,,False
MID,RANGE,OPENING,EXHAUSTION,BEARISH,10,0,,,,,,,,,False
MID,RANGE,OPENING,EXHAUSTION,BEARISH,15,0,,,,,,,,,False
MID,RANGE,OPENING,EXHAUSTION,BEARISH,20,0,,,,,,,,,False
MID,RANGE,OPENING,EXHAUSTION,NEUTRAL,3,0,,,,,,,,,False
MID,RANGE,OPENING,EXHAUSTION,NEUTRAL,5,0,,,,,,,,,False
MID,RANGE,OPENING,EXHAUSTION,NEUTRAL,7,0,,,,,,,,,False
MID,RANGE,OPENING,EXHAUSTION,NEUTRAL,10,0,,,,,,,,,False
MID,RANGE,OPENING,EXHAUSTION,NEUTRAL,15,0,,,,,,,,,False
MID,RANGE,OPENING,EXHAUSTION,NEUTRAL,20,0,,,,,,,,,False
MID,RANGE,OPENING,NONE,BULLISH,3,0,,,,,,,,,False
MID,RANGE,OPENING,NONE,BULLISH,5,0,,,,,,,,,False
MID,RANGE,OPENING,NONE,BULLISH,7,0,,,,,,,,,False
MID,RANGE,OPENING,NONE,BULLISH,10,0,,,,,,,,,False
MID,RANGE,OPENING,NONE,BULLISH,15,0,,,,,,,,,False
MID,RANGE,OPENING,NONE,BULLISH,20,0,,,,,,,,,False
MID,RANGE,OPENING,NONE,BEARISH,3,0,,,,,,,,,False
MID,RANGE,OPENING,NONE,BEARISH,5,0,,,,,,,,,False
MID,RANGE,OPENING,NONE,BEARISH,7,0,,,,,,,,,False
MID,RANGE,OPENING,NONE,BEARISH,10,0,,,,,,,,,False
MID,RANGE,OPENING,NONE,BEARISH,15,0,,,,,,,,,False
MID,RANGE,OPENING,NONE,BEARISH,20,0,,,,,,,,,False
MID,RANGE,OPENING,NONE,NEUTRAL,3,0,,,,,,,,,False
MID,RANGE,OPENING,NONE,NEUTRAL,5,0,,,,,,,,,False
MID,RANGE,OPENING,NONE,NEUTRAL,7,0,,,,,,,,,False
MID,RANGE,OPENING,NONE,NEUTRAL,10,0,,,,,,,,,False
MID,RANGE,OPENING,NONE,NEUTRAL,15,0,,,,,,,,,False
MID,RANGE,OPENING,NONE,NEUTRAL,20,0,,,,,,,,,False
MID,RANGE,CORE,INITIATION,BULLISH,3,0,,,,,,,,,False
MID,RANGE,CORE,INITIATION,BULLISH,5,0,,,,,,,,,False
MID,RANGE,CORE,INITIATION,BULLISH,7,0,,,,,,,,,False
MID,RANGE,CORE,INITIATION,BULLISH,10,0,,,,,,,,,False
MID,RANGE,CORE,INITIATION,BULLISH,15,0,,,,,,,,,False
MID,RANGE,CORE,INITIATION,BULLISH,20,0,,,,,,,,,False
MID,RANGE,CORE,INITIATION,BEARISH,3,2,,,,,,,,,False
MID,RANGE,CORE,INITIATION,BEARISH,5,2,,,,,,,,,False
MID,RANGE,CORE,INITIATION,BEARISH,7,2,,,,,,,,,False
MID,RANGE,CORE,INITIATION,BEARISH,10,2,,,,,,,,,False
MID,RANGE,CORE,INITIATION,BEARISH,15,2,,,,,,,,,False
MID,RANGE,CORE,INITIATION,BEARISH,20,2,,,,,,,,,False
MID,RANGE,CORE,INITIATION,NEUTRAL,3,0,,,,,,,,,False
MID,RANGE,CORE,INITIATION,NEUTRAL,5,0,,,,,,,,,False
MID,RANGE,CORE,INITIATION,NEUTRAL,7,0,,,,,,,,,False
MID,RANGE,CORE,INITIATION,NEUTRAL,10,0,,,,,,,,,False
MID,RANGE,CORE,INITIATION,NEUTRAL,15,0,,,,,,,,,False
MID,RANGE,CORE,INITIATION,NEUTRAL,20,0,,,,,,,,,False
MID,RANGE,CORE,ABSORPTION,BULLISH,3,0,,,,,,,,,False
MID,RANGE,CORE,ABSORPTION,BULLISH,5,0,,,,,,,,,False
MID,RANGE,CORE,ABSORPTION,BULLISH,7,0,,,,,,,,,False
MID,RANGE,CORE,ABSORPTION,BULLISH,10,0,,,,,,,,,False
MID,RANGE,CORE,ABSORPTION,BULLISH,15,0,,,,,,,,,False
MID,RANGE,CORE,ABSORPTION,BULLISH,20,0,,,,,,,,,False
MID,RANGE,CORE,ABSORPTION,BEARISH,3,0,,,,,,,,,False
MID,RANGE,CORE,ABSORPTION,BEARISH,5,0,,,,,,,,,False
MID,RANGE,CORE,ABSORPTION,BEARISH,7,0,,,,,,,,,False
MID,RANGE,CORE,ABSORPTION,BEARISH,10,0,,,,,,,,,False
MID,RANGE,CORE,ABSORPTION,BEARISH,15,0,,,,,,,,,False
MID,RANGE,CORE,ABSORPTION,BEARISH,20,0,,,,,,,,,False
